id,price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,host_response_rate,host_since,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
7834158,599.14999999999998,Villa,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",10,4,Real Bed,strict,1,LA,t,1,8-21-14,Redondo Beach,39,94,90278,4,5
6692191,423.41000000000003,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,2,Real Bed,flexible,0,LA,t,1,9-13-13,Westlake,9,100,90015,1,1
8084290,497.67000000000002,Condominium,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Elevator,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Step-free access"",""Flat, smooth pathway to front door"",""Host greets you""}",4,1,Real Bed,moderate,1,NYC,t,1,5-09-12,Harlem,7,94,10027,1,2
6689195,433.06999999999999,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,strict,0,LA,t,,5-30-13,Burbank,1,,91504,2,2
11157369,409.43000000000001,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,Shampoo,Iron,""Laptop friendly workspace""}",1,1,Real Bed,flexible,1,NYC,t,,6-30-14,Harlem,0,,10026,1,1
15705947,478.75,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,moderate,1,NYC,f,0.80000000000000004,7-09-15,Upper East Side,7,90,10065,1,2
11456592,529.83000000000004,Loft,Private room,"{""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Breakfast,Heating,Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,0,NYC,f,1,2-23-11,Williamsburg,0,,11211,0,2
1077375,400.73000000000002,Apartment,Private room,"{""Wireless Internet"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,moderate,1,NYC,t,,4-04-15,Sunset Park,1,100,11220,1,1
17681277,529.83000000000004,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",2,1,Real Bed,strict,1,LA,t,1,4-07-11,Echo Park,0,,90026,1,1
10842610,519.29999999999995,Apartment,Entire home/apt,"{""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,1,Real Bed,flexible,1,NYC,t,1,7-07-12,The Rockaways,5,100,11692,3,3
8881130,448.86000000000001,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Heating,""Family/kid friendly"",Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron}",2,1,Real Bed,strict,1,LA,t,1,3-25-11,Woodland Hills/Warner Center,17,98,91364,1,1
14236545,490.52999999999997,Apartment,Private room,"{""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,1,Boston,t,1,12-23-14,Dorchester,7,83,2125,1,1
14219018,444.26999999999998,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""translation missing: en.hosting_amenity_50"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,1,Real Bed,strict,1,NYC,t,0.89000000000000001,6-07-13,Harlem,97,91,10027,1,1
8596057,420.47000000000003,House,Private room,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",""Self Check-In"",""Doorman Entry""}",1,2,Real Bed,flexible,0,LA,f,1,4-20-16,,0,,91748,1,1
11525500,478.75,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Heating,Washer,Dryer,Essentials,""Laptop friendly workspace"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}",2,1,Real Bed,flexible,1,NYC,f,1,10-07-17,Williamsburg,2,100,11206,1,1
533884,662.00999999999999,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",6,1,Real Bed,flexible,0,SF,f,,1-20-16,Cow Hollow,0,,94123,3,3
3585452,380.67000000000002,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",1,1,Real Bed,flexible,0,LA,t,,3-06-15,Reseda,3,100,91335,1,1
14320263,321.88999999999999,House,Shared room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,2,Real Bed,strict,1,LA,f,1,3-27-16,Westlake,0,,90005,1,1
11399852,424.85000000000002,House,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,0,NYC,t,1,6-10-15,Harlem,41,95,10027,1,2
12386097,366.36000000000001,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Shampoo}",1,1,Real Bed,moderate,1,NYC,t,1,10-02-15,Harlem,18,96,10027,1,2
1404510,534.71000000000004,Townhouse,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,2,Real Bed,moderate,1,LA,t,1,9-02-15,West Los Angeles,10,95,90025,3,3
4691130,444.26999999999998,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,flexible,1,LA,t,0,10-28-13,,0,,91324,1,1
16449480,468.20999999999998,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo}",2,1,Real Bed,moderate,1,NYC,f,1,3-26-12,East Harlem,4,90,10029,1,1
15149374,444.26999999999998,Bungalow,Private room,"{""Wireless Internet"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,strict,1,LA,t,0.96999999999999997,8-17-12,Venice,3,100,90291,0,1
10089727,594.01999999999998,Villa,Entire home/apt,"{""Air conditioning"",""Wheelchair accessible"",Pool,""Free parking on premises"",Gym,""Hot tub"",""Family/kid friendly"",Essentials,Shampoo}",6,1,Real Bed,strict,1,LA,f,1,6-06-15,,15,89,90265,3,4
3323232,460.51999999999998,Condominium,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room""}",2,1,Real Bed,flexible,0,NYC,f,1,10-02-15,Harlem,0,,10039,1,1
20899396,470.05000000000001,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",4,1,Real Bed,flexible,1,NYC,t,1,12-21-13,Harlem,4,85,10030,1,2
3380585,436.94,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",2,1,Real Bed,moderate,0,NYC,f,,6-30-14,Harlem,2,70,10027,1,1
16073836,431.75,House,Private room,"{TV,Internet,""Wireless Internet"",""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,Essentials}",2,1,Real Bed,flexible,0,LA,f,,9-02-16,Culver City,0,,90232,1,1
20257960,478.75,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher""}",2,1,Real Bed,flexible,0,LA,t,,3-06-13,Mid-Wilshire,0,,90035,1,1
4559312,510.58999999999997,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",4,1,Real Bed,strict,0,NYC,t,,3-06-13,Harlem,2,80,10026,2,2
2165604,368.88999999999999,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",2,1,Real Bed,moderate,1,NYC,t,1,3-14-16,Harlem,7,94,10039,1,1
18385413,409.43000000000001,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Essentials,Hangers,""Hair dryer"",Iron}",2,1,Real Bed,flexible,0,NYC,f,,6-04-14,Harlem,18,91,10030,0,1
9470528,477.91000000000003,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials}",2,1,Real Bed,moderate,1,NYC,t,1,10-02-15,Harlem,5,88,10027,0,2
